PERIOD_DATE,PRODUNIT_ID,QTY
1/21/2021 0:00,KIT_ORDERS_SHIPPED_TD,193
1/21/2021 0:00,STDKIT_LINES_RECEIVED,881
1/21/2021 0:00,STDKIT_LINES_ASSEMBLED,"7,581"
1/21/2021 0:00,PICK-BIN,"1,569"
1/21/2021 0:00,PICK-VLM,235
1/21/2021 0:00,PICK-BULK,499
1/21/2021 0:00,PICK-PALLET,846
1/21/2021 0:00,CYCLE_COUNTS,58
1/21/2021 0:00,ORDERS_RELEASED,383
1/21/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,706"
1/21/2021 0:00,ORDERS_SHIPPED,"1,251"
1/21/2021 0:00,ORDERS_SHIPPED-KIT,"1,193"
1/21/2021 0:00,ORDERS_SHIPPED-NONKIT,58
1/21/2021 0:00,PUTAWAY,"2,304"
1/22/2021 0:00,ORDERS_DELIVERED-1119,349
1/22/2021 0:00,ORDERS_DELIVERED-1117,481
1/22/2021 0:00,KIT_ORDERS_STAGED,984
1/22/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/22/2021 0:00,STDKIT_LINES_RECEIVED,692
1/22/2021 0:00,STDKIT_LINES_ASSEMBLED,"6,015"
1/22/2021 0:00,PICK-BIN,"1,129"
1/22/2021 0:00,PICK-VLM,172
1/22/2021 0:00,PICK-BULK,425
1/22/2021 0:00,PICK-PALLET,642
1/22/2021 0:00,CYCLE_COUNTS,172
1/22/2021 0:00,ORDERS_RELEASED,432
1/22/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,284"
1/22/2021 0:00,ORDERS_SHIPPED,"1,023"
1/22/2021 0:00,ORDERS_SHIPPED-KIT,948
1/22/2021 0:00,ORDERS_SHIPPED-NONKIT,75
1/22/2021 0:00,LINES_SHIPPED,"2,871"
1/22/2021 0:00,NCIS_CREATED,52
1/22/2021 0:00,PUTAWAY,"2,129"
1/22/2021 0:00,ORDERS_DELIVERED-1121,154
1/22/2021 0:00,ORDERS_DELIVERED-1118,138
1/23/2021 0:00,LINES_RECEIVED-NOSPLITS,"1,073"
1/23/2021 0:00,ORDERS_RELEASED,762
1/23/2021 0:00,ORDERS_SHIPPED-NONKIT,12
1/23/2021 0:00,ORDERS_SHIPPED-KIT,44
1/23/2021 0:00,LINES_SHIPPED,126
1/23/2021 0:00,NCIS_CREATED,3
1/23/2021 0:00,PUTAWAY,513
1/23/2021 0:00,ORDERS_DELIVERED-1121,32
1/23/2021 0:00,ORDERS_DELIVERED-1118,12
1/23/2021 0:00,ORDERS_DELIVERED-1117,6
1/23/2021 0:00,KIT_ORDERS_STAGED,243
1/23/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/23/2021 0:00,STDKIT_LINES_RECEIVED,653
1/23/2021 0:00,STDKIT_LINES_ASSEMBLED,"4,930"
1/23/2021 0:00,PICK-BIN,521
1/23/2021 0:00,PICK-VLM,167
1/23/2021 0:00,PICK-BULK,99
1/23/2021 0:00,PICK-PALLET,104
1/23/2021 0:00,ORDERS_SHIPPED,56
1/24/2021 0:00,LINES_RECEIVED-NOSPLITS,33
1/24/2021 0:00,ORDERS_RELEASED,581
1/24/2021 0:00,ORDERS_SHIPPED-NONKIT,13
1/24/2021 0:00,ORDERS_SHIPPED-KIT,68
1/24/2021 0:00,LINES_SHIPPED,261
1/24/2021 0:00,NCIS_CREATED,2
1/24/2021 0:00,PUTAWAY,99
1/24/2021 0:00,ORDERS_DELIVERED-1121,19
1/24/2021 0:00,ORDERS_DELIVERED-1119,41
1/24/2021 0:00,ORDERS_DELIVERED-1117,21
1/24/2021 0:00,KIT_ORDERS_STAGED,220
1/24/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/24/2021 0:00,STDKIT_LINES_RECEIVED,17
1/24/2021 0:00,STDKIT_LINES_ASSEMBLED,157
1/24/2021 0:00,PICK-BIN,483
1/24/2021 0:00,PICK-VLM,183
1/24/2021 0:00,PICK-BULK,41
1/24/2021 0:00,PICK-PALLET,139
1/24/2021 0:00,ORDERS_SHIPPED,81
1/25/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,355"
1/25/2021 0:00,ORDERS_RELEASED,928
1/25/2021 0:00,ORDERS_SHIPPED-NONKIT,71
1/25/2021 0:00,ORDERS_SHIPPED-KIT,850
1/25/2021 0:00,LINES_SHIPPED,"2,874"
1/25/2021 0:00,NCIS_CREATED,74
1/25/2021 0:00,PUTAWAY,"1,967"
1/25/2021 0:00,ORDERS_DELIVERED-1121,118
1/25/2021 0:00,ORDERS_DELIVERED-1117,352
1/25/2021 0:00,ORDERS_DELIVERED-1119,213
1/25/2021 0:00,ORDERS_DELIVERED-1118,199
1/25/2021 0:00,KIT_ORDERS_STAGED,898
1/25/2021 0:00,KIT_ORDERS_SHIPPED_TD, -   
1/25/2021 0:00,STDKIT_LINES_RECEIVED,"1,058"
1/25/2021 0:00,STDKIT_LINES_ASSEMBLED,"8,484"
1/25/2021 0:00,PICK-BIN,"1,066"
1/25/2021 0:00,PICK-VLM,244
1/25/2021 0:00,PICK-BULK,465
1/25/2021 0:00,PICK-PALLET,540
1/25/2021 0:00,CYCLE_COUNTS,35
1/25/2021 0:00,ORDERS_SHIPPED,921
1/26/2021 0:00,PICK-BIN,"1,340"
1/26/2021 0:00,STDKIT_LINES_ASSEMBLED,"7,162"
1/26/2021 0:00,PICK-BULK,448
1/26/2021 0:00,PICK-PALLET,721
1/26/2021 0:00,CYCLE_COUNTS,19
1/26/2021 0:00,ORDERS_RELEASED,"1,530"
1/26/2021 0:00,LINES_RECEIVED-NOSPLITS,"2,725"
1/26/2021 0:00,ORDERS_SHIPPED,979
1/26/2021 0:00,ORDERS_SHIPPED-NONKIT,56
1/26/2021 0:00,ORDERS_SHIPPED-KIT,923
1/26/2021 0:00,LINES_SHIPPED,"2,477"
